Location Name,Gold $ USD,Effective Date,Dial Code,Price
Afghanistan,0.1581,3/4/2018 8:40,93,0.23715
Afghanistan Cellular-AT,0.1586,3/4/2018 8:40,9375,0.2379
Afghanistan Cellular-AWCC,0.0687,3/4/2018 8:40,9370,0.10305
Afghanistan Cellular-Etisalat,0.0909,3/4/2018 8:40,9373,0.13635
Afghanistan Cellular-Etisalat,0.0909,3/4/2018 8:40,9378,0.13635
Afghanistan Cellular-MTN,0.0908,3/4/2018 8:40,9376,0.1362
Afghanistan Cellular-MTN,0.0908,3/4/2018 8:40,9377,0.1362
Afghanistan Cellular-Others,0.1717,3/4/2018 8:40,937,0.25755
Afghanistan Cellular-Roshan,0.0975,3/4/2018 8:40,9372,0.14625
Afghanistan Cellular-Roshan,0.0975,3/4/2018 8:40,9379,0.14625
Afghanistan Cellular-Salaam,0.0446,3/4/2018 8:40,9374,0.0669
Albania,0.1376,3/4/2018 8:40,355,0.2064
Albania Cellular-AMC,0.3149,3/4/2018 8:40,35568,0.47235
Albania Cellular-Eagle,0.3259,3/4/2018 8:40,35567,0.48885
Albania Cellular-Plus,0.3149,3/4/2018 8:40,35566,0.47235
Albania Cellular-Vodafone,0.2702,3/4/2018 8:40,35569,0.4053
Albania-AMC,0.1429,3/4/2018 8:40,35521160,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35521161,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35521250,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35521340,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35521440,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,3552155,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35521650,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35521651,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35521740,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35521741,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,3552185,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35521940,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,3552253,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,3552254,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,3552440,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35526160,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35526250,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35526293,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35526323,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35526350,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35526363,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35526373,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35526383,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35526450,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35526490,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35526523,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35526563,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35526650,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35526673,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35526723,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35526770,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35526840,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35526890,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35526950,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35526970,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35526990,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527023,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527043,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527053,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527070,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527140,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527190,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527223,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527253,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527270,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527280,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527323,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527350,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527370,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527390,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527440,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527470,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527490,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527523,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527550,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527570,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527590,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527623,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527660,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527693,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527723,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527760,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527790,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527840,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527860,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527880,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527923,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527950,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527970,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35527990,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35528123,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35528124,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35528143,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35528144,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35528190,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35528223,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35528250,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35528270,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35528290,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35528323,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35528350,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35528390,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35528450,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35528523,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35528570,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35528623,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35528643,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35528680,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35528763,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35528790,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35528823,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35528850,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35528870,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35528890,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35528923,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35528950,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35528970,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35528990,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35529140,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35529190,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35529240,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35529280,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35529340,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35529370,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35529390,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35529423,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35529460,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35529490,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35529523,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35529550,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35529570,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35529590,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35529623,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35529650,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35529680,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35529723,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35529750,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35529763,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35529780,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35531150,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35531151,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35531250,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35531350,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35531351,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,3553270,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,3553350,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,3553351,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,3553490,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,3553491,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,3553560,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35536023,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35536043,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35536063,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35536073,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35536090,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35536150,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35536240,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35536290,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35536340,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35536380,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35536440,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35536480,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35536540,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35536580,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35536640,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35536670,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35536740,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35536770,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35536840,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35536890,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35536923,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35536993,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35537140,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35537141,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35537223,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35537263,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35537283,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35537293,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35537340,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35537370,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35537393,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35537450,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35537490,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35537494,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35537523,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35537563,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35537590,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35537623,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35537680,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35537740,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35537773,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35537790,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35537823,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35537843,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35537853,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35537870,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35537890,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35538150,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35538151,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35538152,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35538240,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35538241,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35538350,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35538423,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35538470,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35538523,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35538593,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35538623,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35538650,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35538680,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35538693,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35538725,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35538790,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35538850,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35538923,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35538940,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35538980,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35539150,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35539151,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35539240,0.21435
